VehID,int,Hr,link_speed_av,NOx,HC,CO,PM,PN,NO,veh_group
6310_105,450879911,450867387,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_108,450878651,450866127,0,0.002349167306559573,0.0024612917408122444,0.014573649560092782,4.691361024459939e-5,44864180545.26172,0.001048124410483382,car
6310_108,450878797,450866273,0,0.0035237509598393594,0.003691937611218367,0.02186047434013917,7.037041536689908e-5,67296270817.89258,0.001572186615725073,car
6310_108,450878893,450866369,0.2109053521244614,0.015856879319277116,0.01661371925048265,0.09837213453062628,3.166668691510459e-4,302833218680.5166,0.007074839770762828,car
6310_108,450879911,450867387,0.5158730234418597,0.0053567601625729684,0.004453742632595478,0.026608766002861467,1.198249058612386e-4,126091007804.08914,0.0024634094234198484,car
6310_109,450878651,450866127,0,0.002349167306559573,0.0024612917408122444,0.014573649560092782,4.691361024459939e-5,44864180545.26172,0.001048124410483382,car
6310_109,450878797,450866273,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_109,450878893,450866369,0,0.012333128359437758,0.012921781639264284,0.0765116601904871,2.462964537841468e-4,235536947862.62402,0.005502653155037756,car
6310_109,450879911,450867387,0,0.017618754799196796,0.01845968805609183,0.10930237170069587,3.518520768344954e-4,336481354089.4629,0.007860933078625365,car
6310_109,450879912,450867387,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_110,450878651,450866127,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_110,450878797,450866273,0,0.002936459133199466,0.0030766146760153055,0.01821706195011598,5.864201280574924e-5,56080225681.577156,0.0013101555131042274,car
6310_110,450878893,450866369,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_110,450879911,450867387,0,0.017618754799196796,0.01845968805609183,0.10930237170069587,3.518520768344954e-4,336481354089.4629,0.007860933078625365,car
6310_110,450879912,450867387,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_111,450878651,450866127,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_111,450878797,450866273,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_111,450878893,450866369,0.54347826562066,0.05049601365836278,0.04362988497014773,0.26024337704117156,0.0011111740297127198,1154626956388.7295,0.023117395143495464,car
6310_111,450878894,450866369,2.388888883590698,0.009166474272802342,0.0038091743133168536,0.023743236571604015,2.472935703148702e-4,293991753159.1019,0.00445685740229645,car
6310_111,450878894,450866370,0.20555555641651152,0.030604623805691088,0.030912034959700636,0.18326842077037753,6.240621606015762e-4,608309031664.8212,0.013727788023758186,car
6310_111,450879911,450867387,0,0.005285626439759039,0.00553790641682755,0.03279071151020876,1.0555562305034863e-4,100944406226.83887,0.0023582799235876096,car
6310_112,450878651,450866127,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_112,450878797,450866273,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_112,450878893,450866369,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_112,450879911,450867387,0.8333333278524464,0.018271495446253328,0.017990253320436352,0.10675676057989042,3.777657068174294e-4,372772083802.19714,0.008225134868720431,car
6310_112,450879912,450867387,1.8981481393178303,0.004257601148589679,0.0021393812385845008,0.013145338132923585,1.107008278500749e-4,128859801455.6477,0.002046710004675422,car
6310_113,450878651,450866127,0,0.0017618754799196797,0.0018459688056091834,0.010930237170069586,3.518520768344954e-5,33648135408.94629,7.860933078625365e-4,car
6310_113,450878797,450866273,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_113,450878893,450866369,0,0.007634793746318612,0.007999198157639794,0.04736436107030154,1.5246923329494802e-4,145808586772.1006,0.0034064043340709914,car
6310_113,450879911,450867387,1.3454861380159855,0.015645227646015957,0.010579663767688503,0.06384386022422012,3.765801742818353e-4,417602831891.0449,0.007348850723477883,car
6310_114,450878651,450866127,0,0.0011745836532797865,0.0012306458704061222,0.007286824780046391,2.3456805122299695e-5,22432090272.63086,5.24062205241691e-4,car
6310_114,450878797,450866273,0,0.0011745836532797865,0.0012306458704061222,0.007286824780046391,2.3456805122299695e-5,22432090272.63086,5.24062205241691e-4,car
6310_114,450878893,450866369,0,0.022904381238955836,0.023997594472919385,0.14209308321090464,4.57407699884844e-4,437425760316.30176,0.010219213002212974,car
6310_114,450879911,450867387,0,0.0011745836532797865,0.0012306458704061222,0.007286824780046391,2.3456805122299695e-5,22432090272.63086,5.24062205241691e-4,car
6310_115,450878651,450866127,0,0.0011745836532797865,0.0012306458704061222,0.007286824780046391,2.3456805122299695e-5,22432090272.63086,5.24062205241691e-4,car
6310_115,450878797,450866273,0,5.872918266398932e-4,6.153229352030611e-4,0.0036434123900231956,1.1728402561149847e-5,11216045136.31543,2.620311026208455e-4,car
6310_115,450878893,450866369,0,0.005872918266398932,0.006153229352030611,0.03643412390023196,1.1728402561149847e-4,112160451363.15431,0.002620311026208455,car
6310_115,450879911,450867387,0.7060185000300407,0.007047501919678719,0.007383875222436734,0.04372094868027834,1.4074083073379817e-4,134592541635.78516,0.003144373231450146,car
