VehID,LinkID,Time,Vehicle_type,Av_link_speed,acc,dec_coast,avg_VSP,norm_VSP,NOx,HC,CO,PM,PN,NO,veh_group,link_speed_av
NA,20939,NA,NA,NA,NA,NA,NA,NA,0.3957765009846852,0.12328167030001985,0.8412917150029932,0.008985363987048536,10077674235374.033,0.19309775261993653,car,50
NA,20940,NA,NA,NA,NA,NA,NA,NA,0.393047007874446,0.12243145188415765,0.8354897031753863,0.008923395959551649,10008173033750.764,0.19176604398117833,car,50
