cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.08374,Extrapolation: Pe: 1
idle,4.669234
-0.2,20.7793
-0.1,12.58223
0,29.10529
0.1,49.32251
0.2,68.51085
0.3,92.26114
0.4,115.7855
0.5,135.8652
0.6,154.4899
0.7,176.9106
0.8000001,201.079
0.9000001,225.6827
1,250.7585
