cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 241.4468,Extrapolation: Pe: -0.2
idle,18.0937
-0.2,0
-0.1,2.464698
0,9.55773
0.1,28.47963
0.2,46.19151
0.3,65.82317
0.4,85.07566
0.5,102.1713
0.6,123.075
0.7,138.4468
0.8000001,159.8647
0.9000001,178.7274
1,194.4302
