cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.25124,Extrapolation: Pe: 0.9000001 - 1
idle,9.229164
-0.2,3.115969
-0.1,11.28813
0,21.03177
0.1,40.07495
0.2,62.31293
0.3,90.08717
0.4,112.9884
0.5,138.4087
0.6,162.9799
0.7,189.6343
0.8000001,207.7751
0.9000001,233.747
1,259.7189
