cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.0931,Extrapolation: Pe: 0.9000001 - 1
idle,0
-0.2,0.004880456
-0.1,0.08004276
0,4.07878
0.1,39.70776
0.2,56.78553
0.3,75.1795
0.4,101.2003
0.5,115.1786
0.6,149.9169
0.7,172.293
0.8000001,197.2642
0.9000001,221.9222
1,246.5802
