cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 117.1697,Extrapolation: Pe: -0.2
idle,17.28679
-0.2,0
-0.1,2.494504
0,12.22906
0.1,51.56739
0.2,67.9277
0.3,83.81828
0.4,97.95932
0.5,119.0283
0.6,135.5682
0.7,154.6343
0.8000001,176.5984
0.9000001,197.0811
1,220.7218
