cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 36.05939,
idle,5.10464
-0.2,14.04798
-0.1,11.08027
0,23.11973
0.1,38.70465
0.2,54.84143
0.3,72.19851
0.4,91.68156
0.5,111.623
0.6,121.1507
0.7,133.8779
0.8000001,153.7356
0.9000001,169.7183
1,182.1073
