cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.68047,Extrapolation: Pe: 0.9000001 - 1
idle,2.493691173
-0.2,5.776789868
-0.1,12.23018423
0,18.3706233
0.1,32.73995713
0.2,52.42477638
0.3,74.22735103
0.4,94.40188635
0.5,111.0033318
0.6,132.5974362
0.7,147.6636651
0.8000001,163.1112364
0.9000001,183.5001874
1,203.8891384
