cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 22.68751,
idle,10.39411
-0.2,18.61416
-0.1,18.39217
0,32.23343
0.1,50.484
0.2,71.14776
0.3,91.39772
0.4,114.4162
0.5,132.3517
0.6,156.5215
0.7,182.6391
0.8000001,211.8561
0.9000001,228.7382
1,231.6809
