cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 232.5962,Extrapolation: Pe: -0.2
idle,5.4666605
-0.2,0
-0.1,0.0069111
0,5.3345835
0.1,28.2703675
0.2,47.04209
0.3,63.3377825
0.4,83.9778125
0.5,104.750875
0.6,124.075725
0.7,146.0777
0.8000001,165.5414
0.9000001,189.794125
1,207.8226
