cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 25.87967,Extrapolation: Pe: 1
idle,9.434783
-0.2,19.08224
-0.1,13.32011
0,29.55787
0.1,49.09671
0.2,69.24355
0.3,94.93159
0.4,120.3975
0.5,142.7372
0.6,172.1329
0.7,200.4138
0.8000001,219.6613
0.9000001,243.5758
1,270.6398
