cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 115.8522,Extrapolation: Pe: -0.2; 0.9000001 - 1
idle,5.73458275
-0.2,0
-0.1,0.001100699
0,4.87477325
0.1,29.03969
0.2,48.54298
0.3,66.8714075
0.4,89.1786675
0.5,109.144625
0.6,129.1975
0.7,151.110475
0.8000001,175.242975
0.9000001,197.148325
1,219.053675
