cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.03196,Extrapolation: Pe: 1
idle,9.434787
-0.2,16.45924
-0.1,13.62793
0,29.61
0.1,49.33539
0.2,69.47451
0.3,95.14819
0.4,122.7207
0.5,144.2299
0.6,172.7324
0.7,200.1885
0.8000001,222.0652
0.9000001,242.6638
1,269.6265
