cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 115.6039,Extrapolation: Pe: -0.2; 0.9000001 - 1
idle,5.273762
-0.2,0
-0.1,0.004511074
0,4.274029
0.1,28.81322
0.2,49.1688
0.3,68.56692
0.4,88.90759
0.5,109.0001
0.6,128.5266
0.7,151.5494
0.8000001,168.9613
0.9000001,190.0815
1,211.2016
