cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.89288,
idle,8.889140073
-0.2,16.03801561
-0.1,15.59018682
0,27.43702209
0.1,43.33943588
0.2,60.83429085
0.3,77.58920227
0.4,98.26240894
0.5,114.0903936
0.6,131.8345657
0.7,155.8227199
0.8000001,180.3051792
0.9000001,194.149812
1,196.3472916
