cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 32.84001,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,2.219235,1.867934,14.33008,0.007296391,4.231716E+12,2.086063
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,33.04523,1.362012,41.28246,0.7089283,9.532848E+13,31.06252
-0.25,8.554963,0.9329647,32.29079,0.1704317,3.169011E+13,8.041666
0,23.01579,2.186211,53.46823,0.265947,3.439821E+13,21.63483
0.25,31.56285,5.898458,129.6452,0.2864357,6.469948E+13,29.66909
0.5,61.37426,9.246816,177.9432,0.3948484,8.260471E+13,57.69181
0.75,84.164,19.2153,411.1272,0.9455938,1.529972E+14,79.11412
1,124.6362,30.46402,780.2615,1.820165,2.900392E+14,117.158
1.25,120.7452,56.20446,1813.511,2.973827,5.98519E+14,113.5005
1.5,157.8486,96.9347,4423.212,4.577502,9.930843E+14,148.3777
1.75,179.6583,158.9707,8645.864,10.69454,1.474699E+15,168.8788
2,132.6896,253.7546,16094.68,11.79714,2.030939E+15,124.7282
2.25,124.0014,266.7912,18737.03,20.20139,2.014146E+15,116.5614
2.5,137.7794,296.4346,20818.93,22.44599,2.23794E+15,129.5126
2.75,151.5573,326.0781,22900.82,24.69059,2.461734E+15,142.4639
3,165.3353,355.7216,24982.71,26.93519,2.685527E+15,155.4151
3.25,179.1132,385.365,27064.6,29.17979,2.909321E+15,168.3664
3.5,192.8911,415.0085,29146.5,31.42439,3.133115E+15,181.3177
3.75,206.6691,444.6519,31228.39,33.66898,3.356909E+15,194.2689
4,220.447,474.2954,33310.28,35.91358,3.580703E+15,207.2202
4.25,234.225,503.9389,35392.17,38.15818,3.804497E+15,220.1715
4.5,248.0029,533.5823,37474.06,40.40278,4.02829E+15,233.1227
4.75,261.7808,563.2258,39555.95,42.64738,4.252084E+15,246.074
5,275.5587,592.8693,41637.84,44.89198,4.475878E+15,259.0252
5.25,289.3367,622.5128,43719.73,47.13657,4.699672E+15,271.9765
5.5,303.1146,652.1563,45801.63,49.38117,4.923466E+15,284.9278
5.75,316.8925,681.7998,47883.52,51.62577,5.14726E+15,297.879
6,330.6704,711.4433,49965.41,53.87037,5.371054E+15,310.8303
