cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.19129,Extrapolation: Pe: 1
idle,9.229049
-0.2,16.04166
-0.1,13.04988
0,29.00134
0.1,48.38764
0.2,66.101
0.3,91.67739
0.4,117.7393
0.5,141.2006
0.6,168.8104
0.7,194.846
0.8000001,218.7823
0.9000001,235.9117
1,262.1241
