cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.88599,Extrapolation: Pe: 0.9000001 - 1
idle,9.459764
-0.2,3.139034
-0.1,11.50957
0,21.53691
0.1,40.97775
0.2,63.41184
0.3,90.90662
0.4,114.2398
0.5,140.6449
0.6,165.5524
0.7,190.117
0.8000001,203.9158
0.9000001,229.4052
1,254.8947
