cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.18524,Extrapolation: Pe: 0.9000001 - 1
idle,7.164631
-0.2,1.84691
-0.1,7.703194
0,17.43648
0.1,37.94346
0.2,62.4381
0.3,92.49413
0.4,116.5636
0.5,142.85
0.6,163.995
0.7,184.156
0.8000001,208.4919
0.9000001,234.5534
1,260.6149
