cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 18.93013,Extrapolation: Pe: -1.5; 3.5 - 6,,,,,
idle,0.104258428,0.038621881,0.366229734,0.007015953,3.83793E+12,0.096705699
-1.5,0,0,0,0,0,0
-1.25,0.599461717,0.799111813,9.7196282,0.7766582,1.70819E+14,0.541856295
-1,0.377353957,0.254586359,1.33198423,0.1016721,4.37866E+13,0.351502726
-0.75,0.498514624,0.212487764,1.1616003,0.05658025,2.95949E+13,0.461666082
-0.5,0.724921715,0.193526791,1.67961644,0.06993273,3.01848E+13,0.668649666
-0.25,0.859339277,0.203200127,2.5271195,0.04368257,2.78275E+13,0.819451752
0,0.908585813,0.214058627,2.7496739,0.03552864,2.49314E+13,0.873529368
0.25,1.49224111,0.265526774,4.17086789,0.04910387,3.68538E+13,1.43800703
0.5,1.83811799,0.389824722,5.8611021,0.0735615,5.21937E+13,1.7648809
0.75,1.763141,0.640970778,11.4795009,0.1159066,8.46243E+13,1.67188261
1,1.64032565,0.917764865,20.6290896,0.175892,1.239E+14,1.53994104
1.25,1.646555,1.55094432,41.2597584,0.2802328,1.65678E+14,1.51320119
1.5,2.08188687,2.28531547,68.950175,0.4214473,2.05529E+14,1.91606932
1.75,2.47069737,3.37205701,111.316022,0.6011819,2.69377E+14,2.30699183
2,3.52828352,5.30613874,184.586719,0.8874284,3.413E+14,3.35148174
2.25,4.04793069,7.56011569,352.720336,1.007374,3.35731E+14,3.89406765
2.5,6.80241083,7.34600131,449.367799,0.888395,3.32122E+14,6.42657846
2.75,6.35526796,9.71353404,824.15158,0.9352611,3.80648E+14,5.98441399
3,5.28373848,12.8663954,1251.30168,1.119304,4.26443E+14,4.69632792
3.25,5.36542234,14.8128355,1400.98164,1.107669,4.35874E+14,4.79283903
3.5,5.77814821,15.9522922,1508.74935,1.192874,4.69403E+14,5.16151876
3.75,6.19087281,17.0917362,1616.51706,1.27808,5.02932E+14,5.53019849
4,6.60359741,18.2311802,1724.28524,1.363285,5.36461E+14,5.89887822
4.25,7.01632201,19.3706369,1832.05295,1.44849,5.6999E+14,6.26755795
4.5,7.42904788,20.5100809,1939.82066,1.533695,6.03518E+14,6.63623768
4.75,7.84177248,21.6495376,2047.58884,1.618901,6.37047E+14,7.00491741
5,8.25449708,22.7889816,2155.35655,1.704106,6.70576E+14,7.37359714
5.25,8.66722168,23.9284256,2263.12473,1.789311,7.04105E+14,7.74227687
5.5,9.07994755,25.0678823,2370.89244,1.874517,7.37634E+14,8.1109566
5.75,9.49267215,26.2073263,2478.66062,1.959722,7.71162E+14,8.47963506
6,9.90539675,27.3467703,2586.42833,2.044927,8.04691E+14,8.84831479
