cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.93013,Extrapolation: Pe: 0.8000001 - 1
idle,4.038332
-0.2,5.777423
-0.1,14.53828
0,21.23728
0.1,37.051
0.2,59.46125
0.3,83.20159
0.4,103.6048
0.5,125.0051
0.6,146.4417
0.7,166.0758
0.8000001,189.8009
0.9000001,213.5261
1,237.2512
