cp_norm(rated),NOx,HC,CO,PM,PN,NO
[-],[g/h]norm,[g/h]norm,[g/h]norm,[g/h]norm,[#/h]norm,[g/h]norm
Pdrive (Engine)= 156.3425,Extrapolation: Pe: -0.2
idle,0.6528499,0.0464936,0.104443,0.009663248,3.578167E+12,0.5956889
-0.2,0,0,0,0,0,0
-0.1,0.1245285,0.02608744,0.05721887,0.01821212,5.48276E+12,0.1152428
0,0.4643211,0.04556635,0.08412299,0.01216354,5.972863E+12,0.4204933
0.1,1.082104,0.08653255,0.2885134,0.02579557,2.128012E+13,1.033041
0.2,1.667307,0.08426038,0.5224673,0.04313378,2.925545E+13,1.602603
0.3,2.116198,0.0695508,1.797626,0.08823846,3.862345E+13,2.085711
0.4,2.960449,0.0758237,0.7788258,0.07954496,3.922212E+13,2.930059
0.5,3.465478,0.07924645,1.194063,0.1053785,5.09814E+13,3.501599
0.6,4.057956,0.08905305,1.03158,0.09103946,4.880671E+13,4.05374
0.7,4.563051,0.1002505,0.9483758,0.08394729,4.641482E+13,4.496395
0.8000001,5.069929,0.1074063,0.813202,0.07242449,4.449348E+13,4.921261
0.9000001,5.608574,0.1245317,0.7008978,0.06566015,2.752813E+13,5.417399
1,6.073381,0.1449362,0.6946798,0.07025967,2.196342E+13,5.853399
