cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 19.29556,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,1.305421,1.098796,8.429485,0.004292012,2.489243E+12,1.227107
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,19.43837,0.8011835,24.2838,0.4170166,5.607555E+13,18.27207
-0.25,5.033259,0.5494202,19.01303,0.1002294,1.863182E+13,4.731264
0,13.56065,1.287504,31.48252,0.156353,2.031861E+13,12.74701
0.25,18.57387,3.470711,76.26256,0.1684762,3.807673E+13,17.45945
0.5,36.0975,5.443244,104.7721,0.2323662,4.86402E+13,33.93166
0.75,49.07558,11.29137,241.9762,0.547237,8.928473E+13,46.13103
1,72.76386,17.60775,446.713,1.059548,1.693321E+14,68.39803
1.25,71.38721,32.95797,1072.023,1.737684,3.494847E+14,67.10398
1.5,91.71616,54.7871,2423.037,2.683183,5.83822E+14,86.21318
1.75,105.579,95.32571,5288.372,6.142088,8.548216E+14,99.24427
2,76.91428,150.9077,9621.214,6.877001,1.209039E+15,72.29944
2.25,72.96819,156.9529,11027.12,11.88024,1.185459E+15,68.5901
2.5,81.07577,174.3921,12252.35,13.20027,1.317177E+15,76.21122
2.75,89.18334,191.8313,13477.59,14.52029,1.448894E+15,83.83234
3,97.29092,209.2706,14702.82,15.84032,1.580612E+15,91.45347
3.25,105.3985,226.7098,15928.06,17.16035,1.71233E+15,99.07459
3.5,113.5061,244.149,17153.29,18.48037,1.844047E+15,106.6957
3.75,121.6136,261.5882,18378.53,19.8004,1.975765E+15,114.3168
4,129.7212,279.0274,19603.76,21.12042,2.107483E+15,121.938
4.25,137.8288,296.4666,20828.99,22.44045,2.2392E+15,129.5591
4.5,145.9364,313.9058,22054.23,23.76048,2.370918E+15,137.1802
4.75,154.0439,331.345,23279.46,25.0805,2.502636E+15,144.8013
5,162.1515,348.7842,24504.7,26.40053,2.634354E+15,152.4225
5.25,170.2591,366.2234,25729.93,27.72056,2.766071E+15,160.0436
5.5,178.3667,383.6627,26955.17,29.04058,2.897789E+15,167.6647
5.75,186.4742,401.1019,28180.4,30.36061,3.029507E+15,175.2858
6,194.5818,418.5411,29405.63,31.68064,3.161225E+15,182.907
