cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 27.87123,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,5.638672,0.6571371,1.760181,0.5197266,1.414087E+15,5.018395
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,14.19988,4.890206,8.735656,6.258473,5.187473E+15,12.63789
-0.25,9.338233,3.019863,6.227498,4.531776,4.902806E+15,8.311023
0,20.99944,3.706464,8.838758,5.374197,5.553267E+15,18.6895
0.25,46.65371,4.737906,12.70804,6.718103,7.408619E+15,41.52179
0.5,74.28192,4.409338,11.7411,8.381764,8.436816E+15,66.11092
0.75,107.3956,4.103752,9.897961,9.592051,9.18896E+15,95.58202
1,149.5968,4.342507,10.29938,10.56133,9.492795E+15,133.1411
1.25,217.2708,4.912601,14.18696,10.52411,9.891484E+15,193.3711
1.5,276.1055,5.013848,16.93647,12.99853,1.080783E+16,245.734
1.75,314.2652,5.262907,20.84402,14.61821,1.174495E+16,279.696
2,356.0909,5.529758,26.11578,16.12327,1.214329E+16,316.9209
2.25,393.6308,6.129174,29.87003,17.74667,1.296929E+16,350.3314
2.5,437.3676,6.810193,33.18892,19.71852,1.441032E+16,389.2571
2.75,481.1043,7.491212,36.50781,21.69037,1.585135E+16,428.1829
3,524.8411,8.172232,39.82671,23.66222,1.729238E+16,467.1086
3.25,568.5778,8.853251,43.1456,25.63407,1.873341E+16,506.0343
3.5,612.3146,9.534269,46.46449,27.60592,2.017444E+16,544.96
3.75,656.0513,10.21529,49.78339,29.57778,2.161548E+16,583.8857
4,699.7881,10.89631,53.10228,31.54963,2.305651E+16,622.8115
4.25,743.5248,11.57733,56.42117,33.52148,2.449754E+16,661.7372
4.5,787.2616,12.25834,59.74007,35.49333,2.593857E+16,700.6629
4.75,830.9984,12.93936,63.05896,37.46518,2.73796E+16,739.5886
5,874.7351,13.62038,66.37785,39.43703,2.882064E+16,778.5143
5.25,918.4719,14.3014,69.69675,41.40889,3.026167E+16,817.4401
5.5,962.2086,14.98242,73.01564,43.38074,3.17027E+16,856.3658
5.75,1005.945,15.66344,76.33453,45.35259,3.314373E+16,895.2915
6,1049.682,16.34446,79.65343,47.32444,3.458477E+16,934.2172
