cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.62555,Extrapolation: Pe: 1
idle,10.82374
-0.2,19.49269
-0.1,16.53692
0,31.79499
0.1,47.23872
0.2,66.35533
0.3,89.4953
0.4,114.8403
0.5,135.3584
0.6,162.0394
0.7,188.8318
0.8000001,218.7865
0.9000001,236.36
1,262.6223
