cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 36.55659,
idle,4.656249
-0.2,16.67162
-0.1,11.73365
0,28.21889
0.1,50.23747
0.2,68.59884
0.3,89.38178
0.4,113.7194
0.5,134.4741
0.6,155.4597
0.7,177.089
0.8000001,197.3885
0.9000001,228.5075
1,233.9667
