cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 339.0828,Extrapolation: Pe: -0.2
idle,14.04366
-0.2,0
-0.1,2.551989
0,10.13712
0.1,43.13192
0.2,59.43342
0.3,75.60083
0.4,93.06548
0.5,112.5341
0.6,132.5965
0.7,156.2228
0.8000001,173.4332
0.9000001,201.3393
1,220.3048
