cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.89288,
idle,9.864777
-0.2,17.79824
-0.1,17.30126
0,30.44832
0.1,48.09608
0.2,67.51104
0.3,86.10488
0.4,109.0469
0.5,126.6121
0.6,146.3038
0.7,172.9248
0.8000001,200.0942
0.9000001,215.4583
1,217.897
