cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 33.49656,Extrapolation: Pe: -1.5 - -0.75; 3 - 6
idle,0.08178232,0.09057709,4.884771,0.0009059364,5.3407E+12,0.07687488
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0.5101869,0.7018251,108.8571,0.3962937,8.210839E+13,0.4795758
-0.25,0.3788915,0.5424187,57.99228,0.182444,4.67749E+13,0.356158
0,0.5774192,0.5599768,78.37661,0.2185549,5.697876E+13,0.5427739
0.25,1.147492,0.8140236,116.4196,0.3169549,1.209534E+14,1.078642
0.5,1.461479,1.195817,154.2604,0.4047286,1.2768E+14,1.373792
0.75,1.751136,2.142424,275.9024,0.6038494,1.762001E+14,1.646069
1,2.099653,3.358127,442.0372,0.7736248,2.509328E+14,1.973674
1.25,2.420167,4.587484,564.6534,1.075158,4.972884E+14,2.274958
1.5,2.886669,6.162763,919.2253,1.691874,8.833565E+14,2.713469
1.75,3.645437,7.903001,1303.572,2.683041,1.275212E+15,3.426711
2,4.392159,11.69544,2705.063,5.906221,1.977981E+15,4.12863
2.25,3.776749,16.25859,3638.754,6.856257,2.701047E+15,3.550143
2.5,3.91648,19.3895,4634.519,11.59949,2.580296E+15,3.681491
2.75,4.389406,20.07504,4497.311,7.027244,2.855474E+15,4.126041
3,4.788443,21.90005,4906.158,7.666084,3.115062E+15,4.501136
3.25,5.187479,23.72505,5315.004,8.304925,3.374651E+15,4.876231
3.5,5.586516,25.55005,5723.851,8.943766,3.63424E+15,5.251326
3.75,5.985553,27.37506,6132.698,9.582606,3.893828E+15,5.626421
4,6.38459,29.20006,6541.544,10.22145,4.153417E+15,6.001516
4.25,6.783627,31.02507,6950.391,10.86029,4.413006E+15,6.376611
4.5,7.182664,32.85007,7359.238,11.49913,4.672594E+15,6.751706
4.75,7.581701,34.67508,7768.084,12.13797,4.932183E+15,7.126801
5,7.980738,36.50008,8176.931,12.77681,5.191771E+15,7.501895
5.25,8.379774,38.32508,8585.777,13.41565,5.451359E+15,7.87699
5.5,8.778811,40.15009,8994.624,14.05449,5.710948E+15,8.252085
5.75,9.177847,41.97509,9403.471,14.69333,5.970536E+15,8.627179
6,9.576883,43.8001,9812.317,15.33217,6.230124E+15,9.002274
