cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 35.8431,
idle,5.358342
-0.2,5.926022
-0.1,17.04514
0,24.54923
0.1,41.6999
0.2,55.02134
0.3,72.15572
0.4,87.42443
0.5,104.1334
0.6,118.4102
0.7,133.4148
0.8000001,146.8369
0.9000001,163.5484
1,171.7607
