cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 21.00439,Extrapolation: Pe: -1.5 - -1.25; 3.5 - 6
idle,4.369628,0.4875053,0.6701961,0.08738738,4.23E+14,2.840245
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,2.866598,0.04443295,0.1585675,0.06268723,5.34E+14,1.863289
-0.75,4.188456,0.08986704,0.3205481,0.02641959,6.91E+14,2.722497
-0.5,6.695862,0.2210154,0.7208354,0.14553,1.42E+15,4.35231
-0.25,8.896241,0.4438688,0.7430632,0.3752108,1.75E+15,5.782557
0,11.03124,0.6505011,1.377413,0.6722193,1.86E+15,7.170304
0.25,21.03281,1.194173,2.520356,1.694774,2.46E+15,13.67134
0.5,34.19821,1.517406,3.956259,2.405779,2.97E+15,22.22884
0.75,57.33647,1.597229,5.659137,2.956007,3.89E+15,37.26873
1,91.05018,1.498695,5.97472,3.717754,4.83E+15,59.1826
1.25,126.958,1.702898,6.22352,5.106829,5.28E+15,82.52272
1.5,165.4194,2.067459,5.004465,6.832441,5.81E+15,107.5226
1.75,227.5103,2.342683,5.004465,8.050193,6.08E+15,147.8817
2,256.2314,2.072585,5.004465,7.139667,6.47E+15,166.5504
2.25,275.2999,2.654843,5.004465,8.178353,6.85E+15,178.945
2.5,343.1692,2.564798,5.004465,9.217039,7.23E+15,223.06
2.75,413.2166,2.623316,5.004465,10.34749,7.62E+15,268.5908
3,475.1996,2.723601,5.004465,11.77912,8.00E+15,308.8798
3.25,510.407,2.770398,5.004465,12.6493,8.99E+15,331.7645
3.5,549.6691,2.983505,5.004465,13.62232,9.68E+15,357.2849
3.75,588.9312,3.196613,5.004465,14.59535,1.04E+16,382.8052
4,628.1932,3.409721,5.004465,15.56837,1.11E+16,408.3256
4.25,667.4553,3.622828,5.004465,16.54139,1.18E+16,433.8459
4.5,706.7174,3.835936,5.004465,17.51441,1.24E+16,459.3663
4.75,745.9795,4.049043,5.004465,18.48744,1.31E+16,484.8867
5,785.2416,4.262151,5.004465,19.46046,1.38E+16,510.407
5.25,824.5037,4.475258,5.004465,20.43348,1.45E+16,535.9274
5.5,863.7657,4.688366,5.004465,21.4065,1.52E+16,561.4477
5.75,903.0278,4.901474,5.004465,22.37953,1.59E+16,586.968
6,942.2899,5.114581,5.004465,23.35255,1.66E+16,612.4883
