cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 32.84001,Extrapolation: Pe: 1
idle,9.434656
-0.2,19.08224
-0.1,13.34459
0,29.93432
0.1,49.69215
0.2,67.04258
0.3,93.6003
0.4,120.7271
0.5,144.2604
0.6,175.0255
0.7,202.0607
0.8000001,220.0484
0.9000001,242.7469
1,269.7187
