cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 240.9872,Extrapolation: Pe: -0.2
idle,27.35373
-0.2,0
-0.1,2.677499
0,13.79295
0.1,49.59199
0.2,62.84381
0.3,82.08454
0.4,100.1822
0.5,119.6215
0.6,139.5943
0.7,159.1555
0.8000001,173.3258
0.9000001,201.5372
1,219.3095
