cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.3673,
idle,8.889150292
-0.2,15.91912597
-0.1,15.78899579
0,27.58825848
0.1,43.22140089
0.2,60.95909804
0.3,77.21265338
0.4,97.89500112
0.5,113.6285095
0.6,132.3768057
0.7,155.2594851
0.8000001,180.266627
0.9000001,194.498083
1,194.4878643
