cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 337.8508,Extrapolation: Pe: -0.2
idle,9.401012
-0.2,0
-0.1,5.056253
0,9.820951
0.1,29.656
0.2,46.63317
0.3,65.28456
0.4,84.51729
0.5,104.3489
0.6,123.5238
0.7,140.4594
0.8000001,156.6921
0.9000001,178.0732
1,193.6742
