cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 21.00439,Extrapolation: Pe: 0.9000001 - 1
idle,6.687882
-0.2,2.256709
-0.1,7.897044
0,16.01002
0.1,34.90469
0.2,55.75272
0.3,76.73077
0.4,92.32693
0.5,116.6525
0.6,137.6393
0.7,153.4366
0.8000001,172.6029
0.9000001,194.1782
1,215.7536
