cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.49656,
idle,10.39408
-0.2,18.61416
-0.1,18.39587
0,32.39985
0.1,50.60644
0.2,71.091
0.3,90.39101
0.4,114.7261
0.5,132.5863
0.6,153.4756
0.7,180.5202
0.8000001,210.389
0.9000001,225.0168
1,228.6374
