cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 157.491,Extrapolation: Pe: -0.2
idle,24.35976
-0.2,0
-0.1,2.766738
0,13.81444
0.1,45.5686
0.2,60.37139
0.3,72.76049
0.4,92.18913
0.5,108.6237
0.6,132.8228
0.7,152.1249
0.8000001,171.8018
0.9000001,194.4318
1,219.3333
