cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 240.6907,Extrapolation: Pe: -0.2
idle,21.37581
-0.2,0
-0.1,2.386131
0,11.48538
0.1,35.87626
0.2,49.5555
0.3,69.46333
0.4,86.89806
0.5,104.0271
0.6,122.1066
0.7,140.0299
0.8000001,157.5996
0.9000001,175.3223
1,191.4753
