cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 19.46918,Extrapolation: Pe: -1.5 - -1.25; 3 - 6
idle,0.2985673,0.09121697,1.204978,0.003513567,3.260416E+12,0.283636
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0.2914996,0.0252484,1.720567,0.0628735,2.850188E+13,0.2769247
-0.75,0.2649431,0.01634793,1.012467,0.008441031,9.834817E+12,0.2516959
-0.5,0.9181117,0.04835703,2.354787,0.01834053,1.566974E+13,0.8722061
-0.25,1.425537,0.09443033,4.625494,0.02573227,1.674843E+13,1.35426
0,1.726359,0.132771,4.707248,0.02332178,1.496552E+13,1.640041
0.25,2.638131,0.3163327,9.298926,0.02608568,2.001506E+13,2.506224
0.5,3.277045,0.6605827,17.3916,0.05458036,3.167653E+13,3.113192
0.75,4.273574,1.317517,38.01892,0.1696963,6.447081E+13,4.059894
1,5.843213,2.196349,79.85579,0.3556742,1.12948E+14,5.551052
1.25,8.54152,3.440148,140.3917,0.6592063,1.650881E+14,8.114447
1.5,9.85629,4.801093,226.0717,0.9040137,2.800455E+14,9.363476
1.75,11.05673,6.540522,381.5922,1.599277,4.719014E+14,10.50389
2,11.49651,10.78685,799.732,2.585064,8.1236E+14,10.92169
2.25,11.63061,22.39726,1302.735,6.593666,1.193275E+15,11.04908
2.5,11.46645,20.92789,2428.388,7.28066,1.282724E+15,10.89313
2.75,15.19675,25.37743,3506.134,6.451844,1.432852E+15,14.43691
3,16.57827,27.68447,3824.874,7.038375,1.563111E+15,15.74936
3.25,17.95979,29.99151,4143.613,7.624907,1.69337E+15,17.0618
3.5,19.34132,32.29855,4462.352,8.211438,1.823629E+15,18.37425
3.75,20.72284,34.60559,4781.091,8.79797,1.953889E+15,19.6867
4,22.10436,36.91264,5099.831,9.384501,2.084148E+15,20.99914
4.25,23.48589,39.21968,5418.57,9.971033,2.214407E+15,22.31159
4.5,24.86741,41.52672,5737.309,10.55756,2.344666E+15,23.62404
4.75,26.24893,43.83376,6056.048,11.1441,2.474926E+15,24.93648
5,27.63046,46.1408,6374.788,11.73063,2.605185E+15,26.24893
5.25,29.01198,48.44784,6693.527,12.31716,2.735444E+15,27.56138
5.5,30.3935,50.75488,7012.266,12.90369,2.865703E+15,28.87382
5.75,31.77502,53.06192,7331.005,13.49022,2.995962E+15,30.18627
6,33.15655,55.36897,7649.745,14.07675,3.126221E+15,31.49872
