cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.3673,
idle,9.164124623
-0.2,16.41147103
-0.1,16.27730911
0,28.44149928
0.1,44.55814295
0.2,62.84444361
0.3,79.60068345
0.4,100.9227017
0.5,117.1428048
0.6,136.4709644
0.7,160.0613334
0.8000001,185.8419362
0.9000001,200.5135384
1,200.5029481
