cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.74882,
idle,4.534718
-0.2,20.18064
-0.1,12.04347
0,28.71511
0.1,48.10465
0.2,66.72163
0.3,89.82229
0.4,112.4537
0.5,131.7176
0.6,149.0378
0.7,171.4284
0.8000001,196.0906
0.9000001,218.7532
1,227.344
