cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 337.5092,Extrapolation: Pe: -0.2
idle,4.952496
-0.2,0
-0.1,0.0791669
0,2.90247
0.1,27.01746
0.2,45.6325
0.3,65.09039
0.4,84.1229
0.5,104.0909
0.6,124.2549
0.7,147.4069
0.8000001,167.0651
0.9000001,186.4931
1,197.8721
