cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.93888,
idle,0
-0.2,0
-0.1,0.1066837
0,4.466941
0.1,28.11885
0.2,45.03284
0.3,64.8706
0.4,83.45621
0.5,101.7839
0.6,127.1628
0.7,142.2215
0.8000001,170.029
0.9000001,192.0187
1,214.2925
