cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 20.27066,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,2.765541,0.05765904,0.2403547,0.06753393,5.682228E+13,1.797608
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,7.208265,0.06104155,0.1931007,0.3482002,3.351514E+15,4.685372
-0.25,6.528309,0.07500631,0.2272669,0.3185697,2.754248E+15,4.2434
0,10.50595,0.1615774,0.3337577,0.8097698,3.187183E+15,6.82887
0.25,19.65683,0.3491732,0.5343132,1.718221,4.19437E+15,12.77694
0.5,32.6221,0.4496005,1.018867,2.341178,4.732019E+15,21.20435
0.75,54.85492,0.4522681,0.9456555,3.061543,5.345654E+15,35.65569
1,88.71194,0.6719638,0.7680908,4.872047,5.529717E+15,57.66277
1.25,123.1322,0.8056791,0.807318,5.507156,5.723551E+15,80.03594
1.5,138.5879,0.7722784,0.7795076,5.917376,5.965905E+15,90.08213
1.75,153.8684,0.7729211,0.834517,6.381991,6.422459E+15,100.0144
2,175.1953,0.728342,0.8748122,7.135639,6.689772E+15,113.8769
2.25,192.3595,0.7874488,0.9991224,7.699789,7.328988E+15,125.0337
2.5,213.7327,0.8749431,1.110136,8.555321,8.14332E+15,138.9263
2.75,235.106,0.9624374,1.22115,9.410852,8.957653E+15,152.8189
3,256.4793,1.049932,1.332163,10.26638,9.771985E+15,166.7115
3.25,277.8525,1.137426,1.443177,11.12192,1.058632E+16,180.6042
3.5,299.2258,1.22492,1.554191,11.97745,1.140065E+16,194.4968
3.75,320.5991,1.312414,1.665204,12.83298,1.221498E+16,208.3894
4,341.9723,1.399909,1.776218,13.68851,1.302931E+16,222.282
4.25,363.3456,1.487403,1.887232,14.54404,1.384365E+16,236.1747
4.5,384.7188,1.574897,1.998245,15.39957,1.465798E+16,250.0673
4.75,406.0921,1.662391,2.109259,16.25511,1.547231E+16,263.9599
5,427.4654,1.749886,2.220273,17.11064,1.628664E+16,277.8525
5.25,448.8386,1.83738,2.331286,17.96617,1.710097E+16,291.7452
5.5,470.2119,1.924874,2.4423,18.8217,1.791531E+16,305.6378
5.75,491.5851,2.012368,2.553313,19.67723,1.872964E+16,319.5305
6,512.9584,2.099863,2.664327,20.53276,1.954397E+16,333.4231
