cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 27.46094,Extrapolation: Pe: -1.5 - -0.75; 2.75 - 6
idle,3.110622,0.09962365,0.03806548,0.1445687,4.365244E+14,1.710861
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,15.0491,0.4052361,0.1491427,1.770594,2.630859E+15,8.277007
-0.25,10.34248,0.3581204,0.1471957,1.224727,2.303685E+15,5.688364
0,19.61563,0.4243354,0.1475024,1.391429,2.512655E+15,10.78859
0.25,39.9057,0.5650125,0.1959851,1.768485,3.331282E+15,21.94814
0.5,55.36586,0.6181206,0.2522715,2.146709,3.820143E+15,30.45122
0.75,85.06364,0.712212,0.3176545,2.507605,4.128743E+15,46.78499
1,106.2782,0.7979667,0.2574025,2.752479,4.365292E+15,58.45301
1.25,137.151,0.9239657,0.3365626,2.572674,4.595457E+15,75.43309
1.5,169.6335,0.987471,0.3541977,3.085128,4.593283E+15,93.29842
1.75,191.7503,1.058342,0.3492418,3.482489,4.944096E+15,105.4627
2,214.1254,1.089106,0.3336731,3.927277,5.161496E+15,117.769
2.25,244.5891,1.207298,0.3573644,4.365274,5.60845E+15,134.524
2.5,256.128,1.265699,0.3759057,4.701388,5.90995E+15,140.8704
2.75,281.7408,1.392269,0.4134963,5.171527,6.500945E+15,154.9574
3,307.3535,1.518838,0.4510868,5.641666,7.09194E+15,169.0444
3.25,332.9663,1.645408,0.4886774,6.111805,7.682935E+15,183.1315
3.5,358.5791,1.771978,0.5262679,6.581944,8.27393E+15,197.2185
3.75,384.1919,1.898548,0.5638585,7.052083,8.864925E+15,211.3056
4,409.8047,2.025118,0.6014491,7.522222,9.45592E+15,225.3926
4.25,435.4175,2.151688,0.6390396,7.992361,1.004692E+16,239.4796
4.5,461.0303,2.278257,0.6766302,8.4625,1.063791E+16,253.5667
4.75,486.6431,2.404827,0.7142208,8.932638,1.122891E+16,267.6537
5,512.2559,2.531397,0.7518113,9.402777,1.18199E+16,281.7408
5.25,537.8687,2.657967,0.7894019,9.872915,1.24109E+16,295.8278
5.5,563.4815,2.784536,0.8269925,10.34305,1.300189E+16,309.9148
5.75,589.0943,2.911106,0.864583,10.81319,1.359289E+16,324.0019
6,614.7071,3.037676,0.9021736,11.28333,1.418388E+16,338.0889
