cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 33.03196,Extrapolation: Pe: -1.5 - -0.75; 3 - 6
idle,0.3979684,0.0648877,1.268636,0.004074492,3.78092E+12,0.3740953
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,2.51052,0.1158129,8.695884,0.3088177,4.782617E+13,2.359888
-0.25,1.266926,0.09162777,6.779155,0.09322632,2.723562E+13,1.19091
0,2.492431,0.1677549,10.13818,0.1344275,3.007915E+13,2.342884
0.25,3.021738,0.5031855,27.98096,0.1559653,5.618778E+13,2.840435
0.5,5.221198,0.830537,37.55458,0.2075601,6.916786E+13,4.907924
0.75,7.359865,1.643653,85.61735,0.4609391,1.116874E+14,6.918275
1,10.71352,2.745704,155.3684,0.8694726,1.928889E+14,10.07071
1.25,10.03743,4.709889,353.1406,1.242148,3.669639E+14,9.43519
1.5,11.20916,7.460109,784.553,1.976065,6.534642E+14,10.53661
1.75,15.96071,12.94605,1676.578,3.555547,1.017474E+15,15.00307
2,16.11647,18.75237,2997.559,6.164129,1.331028E+15,15.14948
2.25,10.60126,27.03974,4644.31,7.889702,1.885546E+15,9.965183
2.5,11.2358,30.94612,6449.119,11.54215,1.865561E+15,10.56165
2.75,12.92461,26.164,4963.144,12.43769,2.07352E+15,12.14913
3,14.09957,28.54254,5414.338,13.56839,2.262022E+15,13.2536
3.25,15.27454,30.92109,5865.533,14.69909,2.450523E+15,14.35806
3.5,16.4495,33.29963,6316.728,15.82979,2.639025E+15,15.46253
3.75,17.62447,35.67818,6767.923,16.96048,2.827527E+15,16.567
4,18.79943,38.05672,7219.118,18.09118,3.016029E+15,17.67146
4.25,19.9744,40.43526,7670.313,19.22188,3.204531E+15,18.77593
4.5,21.14936,42.81381,8121.507,20.35258,3.393032E+15,19.8804
4.75,22.32433,45.19235,8572.702,21.48328,3.581534E+15,20.98487
5,23.49929,47.5709,9023.897,22.61398,3.770036E+15,22.08933
5.25,24.67426,49.94944,9475.093,23.74468,3.958538E+15,23.1938
5.5,25.84922,52.32798,9926.288,24.87538,4.14704E+15,24.29827
5.75,27.02419,54.70653,10377.48,26.00608,4.335542E+15,25.40274
6,28.19915,57.08507,10828.68,27.13678,4.524043E+15,26.5072
