cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 35.8431,
idle,5.524086
-0.2,6.1093
-0.1,17.57231
0,25.30849
0.1,42.98957
0.2,56.72305
0.3,74.3873
0.4,90.12827
0.5,107.3539
0.6,122.0723
0.7,137.541
0.8000001,151.3782
0.9000001,168.6065
1,177.0728
