cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 28.36258,Extrapolation: Pe: -1.5 - -0.5; 2.5 - 6
idle,6.851804,2.543611,8.326853,1.593615,2.469269E+15,6.30366
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0,0,0,0,0,0
-0.25,11.80804,12.06248,29.91941,14.19023,8.645574E+15,10.8634
0,26.02044,14.43141,42.40994,16.54228,9.755277E+15,23.93881
0.25,58.66743,18.28167,61.87973,20.54175,1.300466E+16,53.97402
0.5,95.18067,16.78009,53.21088,26.28696,1.497584E+16,87.5662
0.75,138.9284,16.02101,48.09007,29.59641,1.6155E+16,127.8142
1,197.2589,16.93122,51.23596,31.31936,1.655885E+16,181.4782
1.25,298.0459,17.84224,65.21349,36.02885,1.754657E+16,274.2022
1.5,366.1914,19.04956,84.04625,42.28893,1.881555E+16,336.8961
1.75,409.9064,20.59218,109.443,47.12762,2.068222E+16,377.1139
2,464.5664,22.82643,138.7937,52.8396,2.256685E+16,427.401
2.25,476.9987,23.75082,138.1644,54.93875,2.327604E+16,438.8388
2.5,529.9985,26.3898,153.516,61.04305,2.586227E+16,487.5987
2.75,582.9984,29.02877,168.8676,67.14735,2.84485E+16,536.3585
3,635.9983,31.66775,184.2192,73.25166,3.103473E+16,585.1184
3.25,688.9982,34.30673,199.5708,79.35596,3.362095E+16,633.8783
3.5,741.998,36.94571,214.9225,85.46026,3.620718E+16,682.6382
3.75,794.9979,39.58469,230.2741,91.56456,3.879341E+16,731.3981
4,847.9978,42.22367,245.6257,97.66886,4.137963E+16,780.158
4.25,900.9977,44.86266,260.9773,103.7732,4.396586E+16,828.9178
4.5,953.9976,47.50164,276.3289,109.8775,4.655209E+16,877.6777
4.75,1006.997,50.14062,291.6805,115.9818,4.913832E+16,926.4376
5,1059.997,52.7796,307.032,122.0861,5.172454E+16,975.1975
5.25,1112.997,55.41858,322.3836,128.1904,5.431077E+16,1023.957
5.5,1165.997,58.05756,337.7352,134.2947,5.6897E+16,1072.717
5.75,1218.997,60.69654,353.0868,140.399,5.948323E+16,1121.477
6,1271.997,63.33552,368.4384,146.5033,6.206945E+16,1170.237
