cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 18.76273,Extrapolation: Pe: -1.5 - -1.25; 2.75 - 6
idle,1.180486,43.06298,261.6723,0.006746042,3.260419E+12,1.121461
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,1.732599,32.5284,83.74989,0.2232485,6.199401E+13,1.64597
-0.75,0.8154728,14.8368,83.24068,0.02360247,9.897077E+12,0.7746993
-0.5,2.927365,37.11572,211.649,0.05278303,1.825289E+13,2.780996
-0.25,5.197505,48.08066,257.6046,0.09943622,1.920931E+13,4.93763
0,9.741696,51.46626,298.8002,0.07369784,1.89325E+13,9.254608
0.25,32.47099,62.7022,440.9853,0.07350466,2.544017E+13,30.84744
0.5,61.78833,77.99446,607.9662,0.1335731,3.6123E+13,58.69889
0.75,110.1175,88.82113,694.4454,0.3590783,7.09297E+13,104.6116
1,164.1082,81.51791,876.9897,0.7446455,1.486469E+14,155.9028
1.25,274.3133,81.84151,1014.075,1.59094,2.301183E+14,260.5976
1.5,307.7732,94.11613,1598.327,2.407836,4.485691E+14,292.3845
1.75,351.1833,105.063,2323.143,4.220256,7.015909E+14,333.6242
2,294.5288,131.6614,4392.407,9.12218,1.048528E+15,279.8023
2.25,89.76578,179.0249,9377.589,24.55746,1.273502E+15,85.27748
2.5,136.8898,187.1218,6815.48,24.07003,1.432029E+15,130.0453
2.75,150.5788,205.834,7497.028,26.47704,1.575232E+15,143.0499
3,164.2678,224.5461,8178.576,28.88404,1.718435E+15,156.0544
3.25,177.9568,243.2583,8860.124,31.29104,1.861638E+15,169.0589
3.5,191.6458,261.9705,9541.672,33.69805,2.004841E+15,182.0635
3.75,205.3347,280.6827,10223.22,36.10505,2.148044E+15,195.068
4,219.0237,299.3949,10904.77,38.51205,2.291247E+15,208.0725
4.25,232.7127,318.1071,11586.32,40.91905,2.434449E+15,221.0771
4.5,246.4017,336.8192,12267.86,43.32605,2.577652E+15,234.0816
4.75,260.0907,355.5314,12949.41,45.73306,2.720855E+15,247.0861
5,273.7797,374.2436,13630.96,48.14006,2.864058E+15,260.0907
5.25,287.4687,392.9558,14312.51,50.54706,3.007261E+15,273.0952
5.5,301.1577,411.668,14994.05,52.95406,3.150463E+15,286.0998
5.75,314.8466,430.3802,15675.6,55.36106,3.293666E+15,299.1043
6,328.5356,449.0924,16357.15,57.76806,3.436869E+15,312.1089
