cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 18.62961,Extrapolation: Pe: -1.5 - -0.75; 2.75 - 6
idle,0.4920628,25.00514,208.3827,0.005621673,2.717015E+12,0.4625381
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,0.4996708,26.80963,249.6286,0.527877,5.047427E+13,0.4696906
-0.25,0.9715141,24.36933,314.6738,0.1882168,2.30469E+13,0.9132232
0,4.213088,32.30681,364.2432,0.257938,2.788192E+13,3.960302
0.25,41.11843,41.41236,471.8748,0.331215,4.897008E+13,38.65134
0.5,101.6794,56.42883,629.2502,0.3534085,5.485429E+13,95.57866
0.75,167.1624,66.89406,778.2952,0.6165586,9.449982E+13,157.1327
1,262.4852,65.87194,844.744,1.263363,1.84798E+14,246.7361
1.25,331.0979,101.8495,1477.394,2.174154,3.521725E+14,311.232
1.5,335.093,122.454,2619.842,3.286011,5.876059E+14,314.9874
1.75,294.2113,142.7944,4446.71,6.265347,8.155382E+14,276.5586
2,162.6828,181.6138,8048.437,13.44935,1.186159E+15,152.9218
2.25,133.1721,198.4785,9646.8,14.40903,1.385621E+15,125.1818
2.5,142.9001,209.2069,10333.31,16.87712,1.357146E+15,134.3261
2.75,157.1901,230.1276,11366.64,18.56483,1.49286E+15,147.7587
3,171.4801,251.0483,12399.97,20.25254,1.628575E+15,161.1913
3.25,185.7701,271.969,13433.3,21.94025,1.764289E+15,174.624
3.5,200.0602,292.8896,14466.63,23.62796,1.900004E+15,188.0566
3.75,214.3502,313.8103,15499.96,25.31568,2.035718E+15,201.4892
4,228.6402,334.731,16533.29,27.00339,2.171433E+15,214.9218
4.25,242.9302,355.6517,17566.63,28.6911,2.307147E+15,228.3544
4.5,257.2202,376.5724,18599.96,30.37881,2.442862E+15,241.787
4.75,271.5102,397.4931,19633.29,32.06652,2.578576E+15,255.2197
5,285.8002,418.4138,20666.62,33.75423,2.714291E+15,268.6523
5.25,300.0902,439.3344,21699.95,35.44194,2.850005E+15,282.0849
5.5,314.3802,460.2551,22733.28,37.12965,2.98572E+15,295.5175
5.75,328.6702,481.1758,23766.61,38.81736,3.121434E+15,308.9501
6,342.9602,502.0965,24799.94,40.50507,3.257149E+15,322.3828
