cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 19.60467,Extrapolation: Pe: 1
idle,9.434718
-0.2,16.45924
-0.1,13.18904
0,29.2891
0.1,49.33953
0.2,68.72604
0.3,94.28533
0.4,121.3657
0.5,144.8765
0.6,173.7281
0.7,203.2778
0.8000001,221.7177
0.9000001,240.5013
1,267.2236
