cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 18.68047,Extrapolation: Pe: 0.9000001 - 1
idle,1.790032271
-0.2,5.726660763
-0.1,11.42175697
0,17.0692007
0.1,30.8044936
0.2,50.10592674
0.3,71.85557794
0.4,91.71862947
0.5,108.5322704
0.6,131.0004431
0.7,146.4021232
0.8000001,161.9415697
0.9000001,182.1843007
1,202.4269389
