cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 27.36488,
idle,5.761707
-0.2,5.812947
-0.1,17.94104
0,26.19504
0.1,45.13703
0.2,59.19251
0.3,78.21985
0.4,94.67442
0.5,111.5435
0.6,126.8567
0.7,143.4787
0.8000001,159.1032
0.9000001,176.1821
1,184.3154
