cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 24.529499310647,Extrapolation: Pe: -0.2; 0.7 - 1
idle,5.54817902405048
-0.2,0
-0.1,0.76179652246619
0,4.01613044680407
0.1,23.3756617530004
0.2,41.694155703511
0.3,59.7886883701101
0.4,78.9291116650054
0.5,97.8250653613269
0.6,117.685369171241
0.7,137.299597366448
0.8,156.913825561655
0.9,176.528053756862
1,196.142281952069
