cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.33981,
idle,5.524108
-0.2,5.91485
-0.1,17.10842
0,25.70515
0.1,43.10095
0.2,57.92513
0.3,74.51385
0.4,90.66665
0.5,107.2693
0.6,123.9053
0.7,132.5077
0.8000001,154.0786
0.9000001,169.5656
1,176.8461
