cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 27.26986,
idle,5.524074
-0.2,5.769682
-0.1,17.23417
0,25.04007
0.1,43.49694
0.2,56.76657
0.3,74.93629
0.4,92.27895
0.5,107.7783
0.6,121.9805
0.7,136.9148
0.8000001,151.593
0.9000001,168.8194
1,176.8137
