cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 23.32145,Extrapolation: Pe: 1
idle,9.434643
-0.2,16.45924
-0.1,13.83765
0,29.71834
0.1,48.81272
0.2,70.31688
0.3,98.86358
0.4,121.1693
0.5,141.8207
0.6,176.2529
0.7,194.6866
0.8000001,220.8125
0.9000001,241.4621
1,268.2912
