cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 115.9428,Extrapolation: Pe: -0.2; 1
idle,10.96341
-0.2,0
-0.1,4.226465
0,11.06873
0.1,31.13732
0.2,50.12647
0.3,68.99916
0.4,90.73272
0.5,109.9598
0.6,127.0477
0.7,144.3071
0.8000001,166.5443
0.9000001,179.0642
1,198.9603
