cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 20.27066,
idle,5.104681
-0.2,14.05573
-0.1,11.06777
0,23.94688
0.1,38.58812
0.2,54.79683
0.3,73.90993
0.4,92.85622
0.5,112.1043
0.6,122.3697
0.7,137.3179
0.8000001,154.0829
0.9000001,168.9397
1,179.6117
