cp_norm(rated),FC
[-],[g/kWrated]
Pdrive (Engine)= 33.3673,
idle,9.864818
-0.2,17.6663
-0.1,17.52188
0,30.61615
0.1,47.96508
0.2,67.64956
0.3,85.68699
0.4,108.6393
0.5,126.0996
0.6,146.9056
0.7,172.2997
0.8000001,200.0515
0.9000001,215.8449
1,215.8335
