cp_norm(rated),FC
[-],[g/h/kWrated]
Pdrive (Engine)= 338.2502,Extrapolation: Pe: -0.2
idle,9.375423
-0.2,0
-0.1,3.94077
0,7.434261
0.1,29.52366
0.2,46.5984
0.3,64.15357
0.4,82.33826
0.5,101.4596
0.6,122.5178
0.7,140.1883
0.8000001,157.8786
0.9000001,179.9056
1,196.4344
