cp_norm(drive),NOx,HC,CO,PM,PN,NO
[-],[g/h],[g/h],[g/h],[g/h],[#/h],[g/h]
Pdrive (Engine)= 20.08374,Extrapolation: Pe: -1.5 - -0.75; 2.5 - 6
idle,6.500736,2.159264,5.690861,1.285161,1.991366E+15,5.980709
-1.5,0,0,0,0,0,0
-1.25,0,0,0,0,0,0
-1,0,0,0,0,0,0
-0.75,0,0,0,0,0,0
-0.5,20.48759,17.0235,33.35294,16.43053,8.053892E+15,18.84858
-0.25,11.27539,10.19197,20.80753,11.60552,7.043735E+15,10.37336
0,24.69097,12.20013,28.70082,13.26617,7.826082E+15,22.71568
0.25,52.17051,15.55608,40.57878,16.6424,1.039131E+16,47.99687
0.5,80.65373,14.67664,38.83616,20.15758,1.169326E+16,74.20147
0.75,118.3311,13.69278,31.85988,24.27088,1.295023E+16,108.8646
1,162.8577,14.76125,35.14931,26.50731,1.342756E+16,149.8292
1.25,219.7623,17.0282,48.37794,24.42373,1.379103E+16,202.1814
1.5,280.0962,17.94997,57.30616,28.74292,1.551393E+16,257.6885
1.75,344.2341,17.34546,62.62781,34.35062,1.634596E+16,316.6954
2,392.072,17.71626,76.64291,38.47281,1.639935E+16,360.7063
2.25,433.8589,18.995,93.0089,41.83237,1.773525E+16,399.1501
2.5,482.0654,21.10555,103.3432,46.48042,1.970583E+16,443.5002
2.75,530.2719,23.21611,113.6775,51.12846,2.167641E+16,487.8502
3,578.4785,25.32667,124.0119,55.7765,2.3647E+16,532.2002
3.25,626.685,27.43722,134.3462,60.42454,2.561758E+16,576.5502
3.5,674.8915,29.54778,144.6805,65.07258,2.758816E+16,620.9003
3.75,723.0981,31.65833,155.0148,69.72062,2.955874E+16,665.2503
4,771.3046,33.76889,165.3491,74.36866,3.152933E+16,709.6003
4.25,819.5112,35.87944,175.6835,79.0167,3.349991E+16,753.9504
4.5,867.7177,37.98999,186.0178,83.66474,3.547049E+16,798.3004
4.75,915.9243,40.10055,196.3521,88.31278,3.744108E+16,842.6505
5,964.1308,42.2111,206.6864,92.96082,3.941166E+16,887.0005
5.25,1012.337,44.32166,217.0207,97.60886,4.138224E+16,931.3505
5.5,1060.544,46.43221,227.3551,102.2569,4.335282E+16,975.7006
5.75,1108.75,48.54276,237.6894,106.9049,4.532341E+16,1020.051
6,1156.957,50.65332,248.0237,111.553,4.729399E+16,1064.401
